Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	C3L-00017	C3N-01719	C3N-01900	C3N-01907	C3N-01997	C3N-01998	C3N-02010	C3N-02295	C3N-02573	C3N-02579	C3N-02585	C3N-02589	C3L-00640	C3L-00819	C3L-00881	C3L-00928	C3L-01031	C3N-02592	C3N-02768	C3N-02940	C3N-02944	C3N-02971	C3N-02998	C3N-03000	C3N-03006	C3N-03007	C3N-03039	C3N-03061	C3N-03069	C3N-03086	C3N-03173	C3N-03190	C3N-03211	C3N-03426	C3N-03428	C3N-03430	C3N-03439	C3N-03440	C3N-03665	C3N-03666	C3N-03670	C3N-03754	C3N-03780	C3N-03839	C3N-03840	C3N-03853	C3N-03884	C3N-04119	C3N-04126	C3N-04282	C3N-04283	C3N-04284	C3L-01036	C3L-01037	C3L-01051	C3L-01052	C3L-01053	C3L-00102	C3L-00189	C3L-00277	C3L-00401	C3L-01054	C3L-01124	C3L-01328	C3L-01453	C3L-01598	C3L-01637	C3L-01662	C3L-01687	C3L-01689	C3L-01703	C3L-01971	C3L-02109	C3L-02112	C3L-02115	C3L-02116	C3L-02118	C3L-02463	C3L-02604	C3L-02606	C3L-02610	C3L-02613	C3L-02701	C3L-02809	C3L-02890	C3L-02897	C3L-02899	C3L-03123	C3L-03129	C3L-03356	C3L-03371	C3L-03388	C3L-03394	C3L-03395	C3L-03628	C3L-03630	C3L-03632	C3L-03635	C3L-03639	C3L-03743	C3L-00589	C3L-00598	C3L-00599	C3L-00622	C3L-00625	C3L-04027	C3L-04072	C3L-04080	C3L-04473	C3L-04475	C3L-04479	C3L-04495	C3L-04848	C3L-04853	C3N-00198	C3N-00249	C3N-00302	C3N-00303	C3N-00436	C3N-00511	C3N-00512	C3N-00513	C3N-00514	C3N-00516	C3N-00517	C3N-00518	C3N-00709	C3N-00957	C3N-01011	C3N-01012	C3N-01165	C3N-01166	C3N-01167	C3N-01168	C3N-01375	C3N-01379	C3N-01380	C3N-01381	C3N-01382	C3N-01383	C3N-01388	C3N-01502	C3N-01714	C3N-01715	C3N-01716	
Amplification Peak 29	11q22.3 	chr11:103070002-103340000(probes 180358:180378)	chr11:103110002-103270000(probes 180360:180372)	chr11:103110002-103300000(probes 180360:180375)	0.13299	    0.13299		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	
Amplification Peak 30	12p12.1 	chr12:24080002-26040000(probes 185749:185930)    	chr12:25170002-25490000(probes 185850:185877)    	chr12:24090002-25520000(probes 185750:185880)    	0.019153	   0.019153		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	
Amplification Peak 31	12q21.2 	chr12:76180002-80740000(probes 190473:190908)    	chr12:78890002-79050000(probes 190738:190750)    	chr12:78890002-79080000(probes 190738:190753)    	0.1403	     0.1403		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 32	12q21.32	chr12:88020002-88150000(probes 191611:191619)    	chr12:88030002-88130000(probes 191612:191618)    	chr12:88030002-88210000(probes 191612:191623)    	0.012118	   0.012118		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	2	0	
Amplification Peak 33	13q22.3 	chr13:77020002-77300000(probes 201729:201751)    	chr13:77050002-77210000(probes 201731:201743)    	chr13:77030002-77240000(probes 201730:201746)    	0.12571	    0.12571		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 34	15q22.2 	chr15:61830002-62070000(probes 218159:218175)    	chr15:61850002-62030000(probes 218160:218173)    	chr15:61850002-62100000(probes 218160:218177)    	0.0020342	  0.0020342		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	
Amplification Peak 35	16p12.3 	chr16:20510002-20640000(probes 223938:223945)    	chr16:20530002-20630000(probes 223939:223944)    	chr16:20510002-20660000(probes 223938:223947)    	0.066145	   0.066145		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 36	16p11.2 	chr16:33670002-33810000(probes 225114:225119)    	chr16:33690002-33790000(probes 225115:225118)    	chr16:31950002-34150000(probes 225010:225124)    	9.7349e-09	 1.0324e-08		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 37	16p11.2 	chr16:34670002-34740000(probes 225134:225136)    	chr16:34690002-34730000(probes 225135:225135)    	chr16:34690002-34770000(probes 225135:225138)    	0.046411	   0.058309		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 38	17p13.1 	chr17:10420002-10570000(probes 230432:230442)    	chr17:10430002-10550000(probes 230433:230441)    	chr17:10390002-10590000(probes 230430:230444)    	0.00022178	 0.00022178		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
Amplification Peak 39	17q12   	chr17:26730002-46100000(probes 231493:233175)    	chr17:39570002-39930000(probes 232599:232629)    	chr17:38750002-40060000(probes 232523:232641)    	0.12571	     0.1549		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 40	17q22   	chr17:53080002-53170000(probes 233817:233819)    	chr17:53090002-53150000(probes 233818:233818)    	chr17:52770002-53440000(probes 233790:233840)    	0.0031638	   0.010198		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 41	17q23.2 	chr17:62380002-63060000(probes 234661:234722)    	chr17:62390002-62610000(probes 234662:234679)    	chr17:62390002-63080000(probes 234662:234724)    	0.013866	   0.056481		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 42	17q24.3 	chr17:68960002-69280000(probes 235290:235313)    	chr17:69070002-69170000(probes 235300:235306)    	chr17:68850002-69370000(probes 235281:235318)    	0.0040264	  0.0040264		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	
Amplification Peak 43	18p11.32	chr18:1-2400000(probes 236630:236850)                	chr18:1-850000(probes 236630:236705)                  	chr18:1-1410000(probes 236630:236754)                	0.10376	    0.10376		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
Amplification Peak 44	18q11.2 	chr18:22100002-22460000(probes 238152:238179)    	chr18:22150002-22330000(probes 238156:238169)    	chr18:15190002-27620000(probes 238057:238623)    	3.6573e-13	 2.3769e-12		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	2	
Amplification Peak 45	18q12.1 	chr18:30460002-33970000(probes 238880:239194)    	chr18:32030002-32270000(probes 239023:239042)    	chr18:30370002-33790000(probes 238872:239179)    	6.7948e-05	   0.079927		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 46	19q12   	chr19:24150002-41290000(probes 245912:247104)    	chr19:30390002-30530000(probes 246145:246154)    	chr19:29270002-30560000(probes 246045:246157)    	0.11134	    0.22306		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
Amplification Peak 47	19q13.2 	chr19:38920002-39570000(probes 246897:246952)    	chr19:39170002-39410000(probes 246920:246940)    	chr19:37110002-40890000(probes 246741:247068)    	3.2441e-06	 9.4271e-06		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
Amplification Peak 48	19q13.42	chr19:54710002-54890000(probes 248367:248378)    	chr19:54730002-54850000(probes 248368:248376)    	chr19:54710002-54910000(probes 248367:248380)    	6.0149e-05	 0.00026558		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
Amplification Peak 49	20p11.21	chr20:22220002-22940000(probes 250883:250947)    	chr20:22610002-22890000(probes 250920:250943)    	chr20:22230002-22970000(probes 250884:250949)    	0.034343	   0.034343		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 50	20q13.33	chr20:59830002-59960000(probes 254394:254402)    	chr20:59850002-59950000(probes 254395:254401)    	chr20:59830002-60070000(probes 254394:254410)    	0.00066516	 0.00066516		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	
Amplification Peak 51	Xq21.1  	chrX:85240002-85400000(probes 269925:269937)      	chrX:85250002-85390000(probes 269926:269936)      	chrX:85250002-85420000(probes 269926:269939)      	0.10376	    0.10376		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
Amplification Peak 52	Yq11.21 	chrY:11210002-11450000(probes 277624:277639)      	chrY:11250002-11430000(probes 277625:277638)      	chrY:11250002-11480000(probes 277625:277641)      	0.039921	   0.039921		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
Amplification Peak 53	Yq11.221	chrY:12690002-12840000(probes 277763:277773)      	chrY:12710002-12830000(probes 277764:277772)      	chrY:12710002-12900000(probes 277764:277778)      	5.3444e-08	 5.3444e-08		0: t<0.3; 1: 0.3<t< 0.9; 2: t>0.9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  1	1p35.2  	chr1:29210002-30720000(probes 2661:2790)          	chr1:30000002-30050000(probes 2730:2733)          	chr1:12030002-34170000(probes 1048:3111)          	6.8248e-07	 6.8248e-07		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	
Deletion Peak  2	1q21.1  	chr1:121570002-143710000(probes 11435:11464)    	chr1:125150002-143560000(probes 11451:11452)    	chr1:121590002-143580000(probes 11436:11454)    	0.0054071	  0.0054071		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  3	1q31.1  	chr1:185620002-186450000(probes 15180:15247)    	chr1:185720002-186210000(probes 15190:15226)    	chr1:185890002-186490000(probes 15204:15249)    	3.714e-05	  3.714e-05		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  4	1q44    	chr1:1-248956422(probes 1:21328)                   	chr1:248340002-248570000(probes 21281:21293)    	chr1:248350002-248390000(probes 21282:21283)    	0.23749	     0.2624		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak  5	2p23.1  	chr2:1-242193529(probes 21329:44706)                	chr2:31510002-31600000(probes 24377:24383)        	chr2:31550002-31590000(probes 24381:24382)        	0.25953	     0.2624		0: t>-0.3; 1: -0.3>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
